minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Road Runner,0.6311351970392856,27.492971826176742,14.580864168457063,37.18042876878085,5.2095780410984105,28.75875189686691,9.930190296914526,19.692180511829743
12,Foghorn Leghorn,0.6110138067008036,31.407208162431797,16.664937588630067,32.04849409905614,5.972691948650201,24.58979249456858,17.46970937413249,27.55451705134239
12,Bugs Bunny,0.6308256711199763,30.21098943504553,16.850268376900573,34.14836745358881,5.461674177223816,19.698642255284582,13.14298324171501,26.872190105173605
12,Elmer Fudd,0.6229279651034254,29.551402958611924,16.514110977272676,38.821854433309355,7.220254069425966,24.63209434277586,16.106058970659088,29.959389631726435
12,Lola Bunny,0.6277415168401472,35.36479746326379,13.787409631889485,36.52525105173222,3.793843136706829,23.382348777324264,17.491547949853818,34.50361409498251
12,Porky Pig,0.6164901875784508,32.222524278988935,16.099811832900084,37.131898314848904,6.918024174021998,22.05931470615725,11.3975193573562,24.207273141137026
12,Tasmanian Devil,0.5924356241636977,30.977981454988697,14.893039735064603,34.62673688543439,4.428945571769295,17.96147733560934,10.021198571187352,23.13825287012447
12,Gossamer,0.6286438205697866,31.357297078552737,15.506060029031973,34.2820953523181,3.8166795612168483,12.317656519513227,13.628755332342894,33.347755234691206
12,Granny,0.6133344467031002,27.078583174802944,14.857759102888773,34.669259256299696,5.422320792922659,23.95031300088582,14.868468812997495,26.75937559430029
12,Wile E. Coyote,0.611760331817228,28.433661314546857,14.37269826413134,35.0897292156961,6.9045328436884965,24.290376475488635,17.5537994153709,30.469341854567443
12,Tweety,0.5959859571934716,30.677918597545684,14.506030168198654,37.096984344777844,7.078112897941747,23.493816155799287,10.027233425426704,20.922154083217404
12,Penelope,0.6194771380790792,27.188792996647624,16.75873513210175,30.75429670930777,8.838125301639858,18.642133778182846,11.561559679939409,21.55809508276582
12,Daffy Duck,0.6196978857158446,27.922353791700573,14.243041850042703,29.626804481533007,6.379213150389332,19.007698872809577,14.491038677996439,26.82377857878475
24,Sylvester,0.6109648301435567,36.12620093749462,14.772123147856508,33.141834229407074,8.503606535238912,15.224237871622659,12.857155309971585,28.486876500638655
24,Marvin the Martian,0.6054338878221485,31.686276846567726,14.457235982733787,31.636611941194584,5.569019472173763,22.504933070321457,11.198529421389166,20.93308410376135
24,Road Runner,0.6212526302232408,24.52544071653744,14.666982758652068,34.31053520058627,6.200795391955866,27.89060787431125,11.78859973842547,19.93907330186408
24,Foghorn Leghorn,0.6151865168064623,32.21356737028316,15.625205906984636,36.63638104426513,7.165044053628632,15.836517663297323,14.359296674832892,32.00317768527481
24,Bugs Bunny,0.6303430852700012,33.873473659877234,16.441106030552636,31.90624417937563,6.6229226113223625,14.876533845016747,13.99034526915784,29.961168996109475
24,Elmer Fudd,0.6155280053663544,26.3564382935168,15.907201431429069,36.649461100620954,4.676678520170101,29.653864079235767,17.056779128083694,27.107497892679245
24,Lola Bunny,0.6319611855000453,37.25234093227509,15.056416095693729,38.81313828711351,3.04409752318044,22.530329694280784,13.271808463733253,30.452906752040466
24,Porky Pig,0.6284193647540834,31.453602937548588,16.876562282060448,38.94072082584956,5.713645371461241,17.724528078818818,14.302872834502205,32.482988103900254
24,Tasmanian Devil,0.6195160642712702,24.90913101611593,14.72980546414834,33.38631638206416,5.578985493247826,19.1559111735941,8.035624313405286,19.64668993530805
24,Gossamer,0.6234594667907586,36.7938024289868,15.564179375701253,32.80606401263903,6.195300282019696,13.790163567171268,14.90579607084942,32.93406759429216
24,Granny,0.6069532049247128,27.702181001842725,15.093420870365101,38.671015278563054,8.23116867033328,24.59839972121378,16.24781384449258,29.531296192458466
24,Wile E. Coyote,0.6223819981442369,32.76968032033453,13.896942069487373,33.23188198987012,5.234786281077735,22.72329286295694,15.032554330727164,28.542683607063157
24,Tweety,0.6106097393184623,28.747776897103176,13.557887160500565,31.845848857827878,6.109555283031934,22.56224458895388,12.335413253564504,22.97124809902969
24,Penelope,0.5987855955235966,29.643013448159245,16.039938732030578,29.135538657854397,8.98962536464146,20.789218938097164,13.287351639337313,21.078650846631344
24,Daffy Duck,0.642784749799874,29.079852920385786,14.744777198438955,33.72992740681931,5.829496716940055,21.370172291933734,12.696331317903555,26.614592815639124
36,Sylvester,0.6313018638819158,29.69588177467522,13.265382961339629,34.66441619228692,8.147889053118305,11.391427502610252,12.585982166121822,32.849804483232035
36,Marvin the Martian,0.6069592846511688,30.354367554420687,14.83764229061172,29.87249618825056,6.431839307258293,18.76666376803807,11.872088236251308,22.654710659409485
36,Road Runner,0.6209333131136805,27.80884249537399,14.427127413313805,34.215390195914686,5.170495090889856,29.417718883464875,13.244961593364222,21.654476441206807
36,Foghorn Leghorn,0.6277214488192854,30.618067199801914,15.191190786061005,35.50497715503323,4.437766524019007,15.52397225521598,15.586794108741135,34.70599910559325
36,Bugs Bunny,0.6217737341167581,29.644454585482208,16.803542808905643,32.96802711123536,8.055443447719826,26.566859838043285,11.136885401901464,17.929570965275015
36,Elmer Fudd,0.6122641325818308,33.681351524528914,14.964677113373392,33.692659826519865,5.5676898768306415,25.140807123591106,14.883170030396231,25.949836385410375
36,Lola Bunny,0.6225549975472252,38.670518111847365,13.936278875464335,37.18767887877579,3.637478400172285,23.979450870984593,17.23265550492734,34.15736875014154
36,Porky Pig,0.5910767609136908,32.21665221300957,16.017255941106704,36.22561356160651,5.424565189247677,23.373713771796492,14.648745755216101,26.33609426762639
36,Tasmanian Devil,0.6077034312199588,25.39711900563837,14.94275379842662,39.25931740230374,3.6958343755559726,18.81048034167407,7.475807042436451,22.33108101967198
36,Gossamer,0.621592436443035,30.78131412720025,14.017986906514519,35.70902496212971,3.9184790584380695,15.409812306611533,12.307301496107725,30.796529736935096
36,Granny,0.6007216921832216,30.863217971777573,13.94271601808319,35.877011698680214,6.022783133650848,17.924581022645363,16.52760270557089,33.53051183634331
36,Wile E. Coyote,0.6147131111988877,31.320757224170812,14.053010238681725,37.624696365223805,4.222364363307175,20.065350815779535,15.48558936955804,33.03738936375575
36,Tweety,0.6118573758001592,26.244878377149348,12.748184843699404,32.66688055640224,6.7256058460348145,18.376728937028947,10.082758513409892,23.04940444507653
36,Penelope,0.6003772242738403,24.563885769957512,16.53161523762048,32.0128364593883,8.094277770101275,16.431918407582142,11.881776762417092,23.09264729308087
36,Daffy Duck,0.6333180881666002,33.94641310734975,17.228055226471973,34.1740762072367,6.2928069287978925,14.134876945882322,12.663323350586554,29.7588227576915
